"iddes","langid","label"
13,"pt","Albanian"
14,"pt","Aleut"
15,"pt","Algonquian languages"
16,"pt","Southern Altai"
17,"pt","Amharic"
18,"pt","English, Old (ca.450-1100)"
19,"pt","Angika"
20,"pt","Apache languages"
21,"pt","Arabic"
22,"pt","Aramaic"
23,"pt","Aragonese"
24,"pt","Armenian"
25,"pt","Mapudungun; Mapuche"
26,"pt","Arapaho"
27,"pt","Artificial (Other)"
28,"pt","Arawak"
29,"pt","Assamese"
30,"pt","Asturian; Bable"
31,"pt","Athapascan languages"
32,"pt","Australian languages"
33,"pt","Avaric"
34,"pt","Avestan"
35,"pt","Awadhi"
36,"pt","Aymara"
37,"pt","Azerbaijani"
38,"pt","Banda languages"
39,"pt","Bamileke languages"
40,"pt","Bashkir"
41,"pt","Baluchi"
42,"pt","Bambara"
43,"pt","Balinese"
44,"pt","Basque"
45,"pt","Basa"
46,"pt","Baltic (Other)"
47,"pt","Beja"
48,"pt","Belarusian"
49,"pt","Bemba"
50,"pt","Bengali"
51,"pt","Berber (Other)"
52,"pt","Bhojpuri"
53,"pt","Bihari"
54,"pt","Bikol"
55,"pt","Bini; Edo"
56,"pt","Bislama"
57,"pt","Siksika"
58,"pt","Bantu (Other)"
59,"pt","Bosnian"
60,"pt","Braj"
61,"pt","Breton"
62,"pt","Batak languages"
63,"pt","Buriat"
64,"pt","Buginese"
65,"pt","Bulgarian"
66,"pt","Burmese"
67,"pt","Blin; Bilin"
68,"pt","Caddo"
69,"pt","Central American Indian (Other)"
70,"pt","Galibi Carib"
71,"pt","Catalan; Valencian"
72,"pt","Caucasian (Other)on liturgique; vieux bulgare"
73,"pt","Cebuano"
74,"pt","Celtic (Other)"
75,"pt","Chamorro"
76,"pt","Chibcha"
77,"pt","Chechen"
78,"pt","Chagataier)"
79,"pt","Chinese(Other)"
80,"pt","Chuukese"
81,"pt","Mari"
82,"pt","Chinook jargon"
83,"pt","Choctaw"
84,"pt","Chipewyan"
85,"pt","Cherokee"
86,"pt","Church Slavic; Old Slavonic; Church Sl"
87,"pt","Chuvash"
88,"pt","Cheyenne"
89,"pt","Chamic languages"
90,"pt","Coptic"
91,"pt","Cornish"
92,"pt","Corsican"
93,"pt","Creoles and pidgins, English based (Ot"
94,"pt","Creoles and pidgins, French-based (Oth"
95,"pt","Creoles and pidgins, Portuguese-based "
96,"pt","Cree"
97,"pt","Crimean Tatar; Crimean Turkish"
98,"pt","Creoles and pidgins (Other)"
99,"pt","Kashubian"
100,"pt","Cushitic (Other)"
101,"pt","Czech"
102,"pt","Dakota"
103,"pt","Danish"
104,"pt","Dargwa"
105,"pt","Land Dayak languages"
106,"pt","Delaware"
107,"pt","Slave (Athapascan)"
108,"pt","Dogrib"
109,"pt","Dinka"
110,"pt","Divehi; Dhivehi; Maldivian"
111,"pt","Dogri"
112,"pt","Dravidian (Other)"
113,"pt","Lower Sorbian"
114,"pt","Duala"
115,"pt","Dutch, Middle (ca.1050-1350)"
116,"pt","Dutch; Flemish"
117,"pt","Dyula"
118,"pt","Dzongkha"
119,"pt","Efik"
120,"pt","Egyptian (Ancient)"
121,"pt","Ekajuk"
122,"pt","Elamite"
123,"pt","English"
124,"pt","English, Middle (1100-1500)"
125,"pt","Esperanto"
126,"pt","Estonian"
127,"pt","Ewe"
128,"pt","Ewondo"
129,"pt","Fang"
130,"pt","Faroese"
131,"pt","Fanti"
132,"pt","Fijian"
133,"pt","Filipino; Pilipino"
134,"pt","Finnish"
135,"pt","Finno-Ugrian (Other)"
136,"pt","Fon"
137,"pt","French"
138,"pt","French, Middle (ca.1400-1600)"
139,"pt","French, Old (842-ca.1400)"
140,"pt","Northern Frisian"
141,"pt","Eastern Frisian"
142,"pt","Western Frisian"
143,"pt","Fulah"
144,"pt","Friulian"
145,"pt","Ga"
146,"pt","Gayo"
147,"pt","Gbaya"
148,"pt","Germanic (Other)"
149,"pt","Georgian"
150,"pt","German"
151,"pt","Geez"
152,"pt","Gilbertese"
153,"pt","Gaelic; Scottish Gaelic"
154,"pt","Irish"
155,"pt","Galician"
156,"pt","Manx"
157,"pt","German, Middle High (ca.1050-1500)"
158,"pt","German, Old High (ca.750-1050)"
159,"pt","Gondi"
160,"pt","Gorontalo"
161,"pt","Gothicanguage Association)"
162,"pt","Grebo"
163,"pt","Greek, Ancient (to 1453)"
164,"pt","Greek, Modern (1453-)"
165,"pt","Guarani"
166,"pt","Swiss German; Alemannic"
167,"pt","Gujarati"
168,"pt","Gwich'in"
169,"pt","Haida"
170,"pt","Haitian; Haitian Creole"
171,"pt","Hausa"
172,"pt","Hawaiian"
173,"pt","Hebrew"
174,"pt","Herero"
175,"pt","Hiligaynon"
176,"pt","Himachali"
177,"pt","Hindi"
178,"pt","Hittite"
179,"pt","Hmong"
180,"pt","Hiri Motu"
181,"pt","Upper Sorbian"
182,"pt","Hungarian"
183,"pt","Hupa"
184,"pt","Iban"
185,"pt","Igbo"
186,"pt","Icelandic"
187,"pt","Ido"
188,"pt","Sichuan Yi"
189,"pt","Ijo languages"
190,"pt","Inuktitut"
191,"pt","Interlingue"
192,"pt","Iloko"
193,"pt","Interlingua (International Auxiliary L"
194,"pt","Indic (Other)"
195,"pt","Indonesian"
196,"pt","Indo-European (Other)"
197,"pt","Ingush"
198,"pt","Inupiaq"
199,"pt","Iranian (Other)"
200,"pt","Iroquoian languages"
201,"pt","Italian"
202,"pt","Javanese"
203,"pt","Lojban"
204,"pt","Japanese"
205,"pt","Judeo-Persian"
206,"pt","Judeo-Arabic"
207,"pt","Kara-Kalpak"
208,"pt","Kabyle"

209,"pt","Kachin; Jingpho"
210,"pt","Kalaallisut; Greenlandic"
211,"pt","Kamba"
212,"pt","Kannada"
213,"pt","Karen languages"
214,"pt","Kashmiri"
215,"pt","Kanuri"
216,"pt","Kawi"
217,"pt","Kazakh"
218,"pt","Kabardian"
219,"pt","Khasi"
220,"pt","Khoisan (Other)"
221,"pt","Central Khmer"
222,"pt","Khotanese"
223,"pt","Kikuyu; Gikuyu"
224,"pt","Kinyarwanda"
225,"pt","Kirghiz; Kyrgyz"
226,"pt","Kimbundu"
227,"pt","Konkani"
228,"pt","Komi"
229,"pt","Kongo"
230,"pt","Korean"
231,"pt","Kosraean"
232,"pt","Kpelle"
233,"pt","Karachay-Balkar"
234,"pt","Karelian"
235,"pt","Kru languages"
236,"pt","Kurukh"
237,"pt","Kuanyama; Kwanyama"
238,"pt","Kumyk"
239,"pt","Kurdish"
240,"pt","Kutenai"
241,"pt","Ladino"
242,"pt","Lahnda"
243,"pt","Lamba"
244,"pt","Lao"
245,"pt","Latin"
246,"pt","Latvian"
247,"pt","Lezghian"
248,"pt","Limburgan; Limburger; Limburgish"
249,"pt","Lingala"
250,"pt","Lithuanian"
251,"pt","Mongo"
252,"pt","Lozi"
253,"pt","Luxembourgish; Letzeburgesch"
254,"pt","Luba-Lulua"
255,"pt","Luba-Katangaxon, Low"
256,"pt","Ganda"
257,"pt","Luiseno"
258,"pt","Lunda"
259,"pt","Luo (Kenya and Tanzania)"
260,"pt","Lushai"
261,"pt","Macedonian00E5l"
262,"pt","Madurese"
263,"pt","Magahi"
264,"pt","Marshallese"
265,"pt","Maithili"
266,"pt","Makasarl Nepal Bhasa"
267,"pt","Malayalam"
268,"pt","Mandingo"
269,"pt","Maori"
270,"pt","Austronesian (Other)"
271,"pt","Marathi"
272,"pt","Masai"
273,"pt","Malay"
274,"pt","Moksha"
275,"pt","Mandar"
276,"pt","Mende"
277,"pt","Irish, Middle (900-1200)"
278,"pt","Mi'kmaq; Micmac"
279,"pt","Minangkabau"
280,"pt","Miscellaneous languages"
281,"pt","Mon-Khmer (Other)"
282,"pt","Malagasy"
283,"pt","Maltese"
284,"pt","Manchu"
285,"pt","Manipuri"
286,"pt","Manobo languages"
287,"pt","Mohawk"
288,"pt","Moldavian"
289,"pt","Mongolian"
290,"pt","Mossi"
291,"pt","Multiple languages"
292,"pt","Munda languages"
293,"pt","Creek"
294,"pt","Mirandese"
295,"pt","Marwari"
296,"pt","Mayan languages"
297,"pt","Erzya"
298,"pt","Nahuatl languages"
299,"pt","North American Indian"
300,"pt","Neapolitan"
301,"pt","Nauru"
302,"pt","Navajo; Navaho"
303,"pt","Ndebele, South; South Ndebele"
304,"pt","Ndebele, North; North Ndebele"
305,"pt","Ndonga"
306,"pt","Low German; Low Saxon; German, Low; Sa"
307,"pt","Nepali"
308,"pt","Nepal Bhasa; Newari"
309,"pt","Nias"
310,"pt","Niger-Kordofanian (Other)"
311,"pt","Niuean"
312,"pt","Norwegian Nynorsk; Nynorsk, Norwegian"
313,"pt","Bokmål, Norwegian; Norwegian Bokmål"
314,"pt","Nogai"
315,"pt","Norse, Old"
316,"pt","Norwegian"
317,"pt","Pedi; Sepedi; Northern Sotho"
318,"pt","Nubian languages"
319,"pt","Classical Newari; Old Newari; Classica"
320,"pt","Chichewa; Chewa; Nyanja"
321,"pt","Nyamwezi"
322,"pt","Nyankole"
323,"pt","Nyoro"
324,"pt","Nzima"
325,"pt","Occitan (post 1500); Provençal"
326,"pt","Ojibwa"
327,"pt","Oriya"
328,"pt","Oromo"
329,"pt","Osage"
330,"pt","Ossetian; Ossetic"
331,"pt","Turkish, Ottoman (1500-1928)"
332,"pt","Otomian languages"
333,"pt","Papuan (Other)"
334,"pt","Pangasinan"
335,"pt","Pahlavi"
336,"pt","Pampanga"
337,"pt","Panjabi; Punjabi"
338,"pt","Papiamento"
339,"pt","Palauan"
340,"pt","Persian, Old (ca.600-400 B.C.)"
341,"pt","Persian"
342,"pt","Philippine (Other)"
343,"pt","Phoenician"
344,"pt","Pali"
345,"pt","Polish"
346,"pt","Pohnpeian"
347,"pt","Portuguese"
348,"pt","Prakrit languages"
349,"pt","Provençal, Old (to 1500)"
350,"pt","Pushto"
351,"pt","Reserved for local use"
352,"pt","Quechua"
353,"pt","Rajasthani"
354,"pt","Rapanui"
355,"pt","Rarotongan; Cook Islands Maori"
356,"pt","Romance (Other)"
357,"pt","Romansh"
358,"pt","Romany"
359,"pt","Romanian"
360,"pt","Rundi"
361,"pt","Aromanian; Arumanian; Macedo-Romanian"
362,"pt","Russian"
363,"pt","Sandawe"
364,"pt","Sango"
365,"pt","Yakut"
366,"pt","South American Indian (Other)"
367,"pt","Salishan languages"
368,"pt","Samaritan Aramaic"
369,"pt","Sanskrit"
370,"pt","Sasak"
371,"pt","Santali"
372,"pt","Serbian"
373,"pt","Sicilian"
374,"pt","Scots"
375,"pt","Croatian"
376,"pt","Selkup"
377,"pt","Semitic (Other)"
378,"pt","Irish, Old (to 900)"
379,"pt","Sign Languages"
380,"pt","Shan"
381,"pt","Sidamo"
382,"pt","Sinhala; Sinhalese"
383,"pt","Siouan languages"
384,"pt","Sino-Tibetan (Other)"
385,"pt","Slavic (Other)"
386,"pt","Slovak"
387,"pt","Slovenian"
388,"pt","Southern Sami"
389,"pt","Northern Sami"
390,"pt","Sami languages (Other)"
391,"pt","Lule Sami"
392,"pt","Inari Sami"
393,"pt","Samoan"
394,"pt","Skolt Sami"
395,"pt","Shona"
396,"pt","Sindhi"
397,"pt","Soninke"
398,"pt","Sogdian"
399,"pt","Somali"
400,"pt","Songhai languages"
401,"pt","Sotho, Southern"
402,"pt","Spanish; Castilian"
403,"pt","Sardinian; Zazaki"
404,"pt","Sranan Tongo"
405,"pt","Serer"
406,"pt","Nilo-Saharan (Other)"
407,"pt","Swati"
408,"pt","Sukuma"
409,"pt","Sundanese"
410,"pt","Susu"
411,"pt","Sumerian"
412,"pt","Swahili"
413,"pt","Swedish"
414,"pt","Syriac"
415,"pt","Tahitian"
416,"pt","Tai (Other)"
417,"pt","Tamil"
418,"pt","Tatar"
419,"pt","Telugu"
420,"pt","Timnendere)"
421,"pt","Tereno"
422,"pt","Tetum"
423,"pt","Tajik"
424,"pt","Tagalog"
425,"pt","Thai"
426,"pt","Tibetan"
427,"pt","Tigre"
428,"pt","Tigrinya"
429,"pt","Tiv"
430,"pt","Tokelau"
431,"pt","Klingon; tlhIngan-Hol"
432,"pt","Tlingit"
433,"pt","Tamashek"
434,"pt","Tonga (Nyasa)"
435,"pt","Tonga (Tonga Islands)"
436,"pt","Tok Pisin"
437,"pt","Tsimshian"
438,"pt","Tswana"
439,"pt","Tsonga"
440,"pt","Turkmen"
441,"pt","Tumbuka"
442,"pt","Tupi languages"
443,"pt","Turkish"
444,"pt","Altaic (Other)"
445,"pt","Tuvalu"
446,"pt","Twi"
447,"pt","Tuvinian"
448,"pt","Udmurt"
449,"pt","Ugaritic"
450,"pt","Uighur; Uyghur"
451,"pt","Ukrainian"
452,"pt","Umbundu"
453,"pt","Undetermined"
454,"pt","Urdu"
455,"pt","Uzbek"
456,"pt","Vai"
457,"pt","Venda"
458,"pt","Vietnamese"
459,"pt","Volapük"
460,"pt","Votic"
461,"pt","Wakashan languages"
462,"pt","Walamo"
463,"pt","Waray"
464,"pt","Washo"
465,"pt","Welsh"
466,"pt","Sorbian languages"
467,"pt","Walloon"
468,"pt","Wolof"
469,"pt","Kalmyk; Oirat"
470,"pt","Xhosa"
471,"pt","Yao"
472,"pt","Yapese"
473,"pt","Yiddish"
474,"pt","Yoruba"
475,"pt","Yupik languages"
476,"pt","Zapotec"
477,"pt","Zenaga"
478,"pt","Zhuang; Chuang"
479,"pt","Zande languages"
480,"pt","Zulu"
481,"pt","Zuni"
482,"pt","No linguistic content"
483,"pt","N'Ko"
484,"pt","Zaza; Dimili; Dimli; Kirdki; Kirmanjki"
1,"ru","Afar"
2,"ru","Abkhazian"
3,"ru","Achinese"
4,"ru","Acoli"
5,"ru","Adangme"
6,"ru","Adyghe; Adygei"
7,"ru","Afro-Asiatic (Other)"
8,"ru","Afrihili"
9,"ru","Afrikaans"
10,"ru","Ainu"
11,"ru","Akan"
12,"ru","Akkadian"
13,"ru","Albanian"
14,"ru","Aleut"
15,"ru","Algonquian languages"
16,"ru","Southern Altai"
17,"ru","Amharic"
18,"ru","English, Old (ca.450-1100)"
19,"ru","Angika"
20,"ru","Apache languages"
21,"ru","Arabic"
22,"ru","Aramaic"
23,"ru","Aragonese"
24,"ru","Armenian"
25,"ru","Mapudungun; Mapuche"
26,"ru","Arapaho"
27,"ru","Artificial (Other)"
28,"ru","Arawak"
29,"ru","Assamese"
30,"ru","Asturian; Bable"
31,"ru","Athapascan languages"
32,"ru","Australian languages"
33,"ru","Avaric"
34,"ru","Avestan"
35,"ru","Awadhi"
36,"ru","Aymara"
37,"ru","Azerbaijani"
38,"ru","Banda languages"
39,"ru","Bamileke languages"
40,"ru","Bashkir"
41,"ru","Baluchi"
42,"ru","Bambara"
43,"ru","Balinese"
44,"ru","Basque"
45,"ru","Basa"
46,"ru","Baltic (Other)"
47,"ru","Beja"
48,"ru","Belarusian"
49,"ru","Bemba"
50,"ru","Bengali"
51,"ru","Berber (Other)"
52,"ru","Bhojpuri"
53,"ru","Bihari"
54,"ru","Bikol"
55,"ru","Bini; Edo"
56,"ru","Bislama"
57,"ru","Siksika"
58,"ru","Bantu (Other)"
59,"ru","Bosnian"
60,"ru","Braj"
61,"ru","Breton"
62,"ru","Batak languages"
63,"ru","Buriat"
64,"ru","Buginese"
65,"ru","Bulgarian"
66,"ru","Burmese"
67,"ru","Blin; Bilin"
68,"ru","Caddo"
69,"ru","Central American Indian (Other)"
70,"ru","Galibi Carib"
71,"ru","Catalan; Valencianavonic; Old Bulgarian; Old Church Slavonic"
72,"ru","Caucasian (Other)"
73,"ru","Cebuano"
74,"ru","Celtic (Other)"
75,"ru","Chamorro"
76,"ru","Chibcha"
77,"ru","Chechenher)"
78,"ru","Chagataier)"
79,"ru","Chinesees"
80,"ru","Chuukese"
81,"ru","Mari"
82,"ru","Chinook jargon"
83,"ru","Choctaw"
84,"ru","Chipewyan"
85,"ru","Cherokee"
86,"ru","Church Slavic; Old Slavonic; Church Sl"
87,"ru","Chuvash"
88,"ru","Cheyenne"
89,"ru","Chamic languages"
90,"ru","Coptic"
91,"ru","Cornish"
92,"ru","Corsican"
93,"ru","Creoles and pidgins, English based (Ot"
94,"ru","Creoles and pidgins, French-based (Oth"
95,"ru","Creoles and pidgins, Portuguese-based "
96,"ru","Cree"
97,"ru","Crimean Tatar; Crimean Turkish"
98,"ru","Creoles and pidgins (Other)"
99,"ru","Kashubian"
100,"ru","Cushitic (Other)"
101,"ru","Czech"
102,"ru","Dakota"
103,"ru","Danish"
104,"ru","Dargwa"
105,"ru","Land Dayak languages"
106,"ru","Delaware"
107,"ru","Slave (Athapascan)"
108,"ru","Dogrib"
109,"ru","Dinka"
110,"ru","Divehi; Dhivehi; Maldivian"
111,"ru","Dogri"
112,"ru","Dravidian (Other)"
113,"ru","Lower Sorbian"
114,"ru","Duala"
115,"ru","Dutch, Middle (ca.1050-1350)"
116,"ru","Dutch; Flemish"
117,"ru","Dyula"
118,"ru","Dzongkha"
119,"ru","Efik"
120,"ru","Egyptian (Ancient)"
121,"ru","Ekajuk"
122,"ru","Elamite"
123,"ru","English"
124,"ru","English, Middle (1100-1500)"
125,"ru","Esperanto"
126,"ru","Estonian"
127,"ru","Ewe"
128,"ru","Ewondo"
129,"ru","Fang"
130,"ru","Faroese"
131,"ru","Fanti"
132,"ru","Fijian"
133,"ru","Filipino; Pilipino"
134,"ru","Finnish"
135,"ru","Finno-Ugrian (Other)"
136,"ru","Fon"
137,"ru","French"
138,"ru","French, Middle (ca.1400-1600)"
139,"ru","French, Old (842-ca.1400)"
140,"ru","Northern Frisian"
141,"ru","Eastern Frisian"
142,"ru","Western Frisian"
143,"ru","Fulah"
144,"ru","Friulian"
145,"ru","Ga"
146,"ru","Gayo"
147,"ru","Gbaya"
148,"ru","Germanic (Other)"
149,"ru","Georgian"
150,"ru","German"
151,"ru","Geez"
152,"ru","Gilbertese"
153,"ru","Gaelic; Scottish Gaelic"
154,"ru","Irish"
155,"ru","Galician"
156,"ru","Manx"
157,"ru","German, Middle High (ca.1050-1500)"
158,"ru","German, Old High (ca.750-1050)"
159,"ru","Gondi"
160,"ru","Gorontaloanguage Association)"
161,"ru","Gothic"
162,"ru","Grebo"
163,"ru","Greek, Ancient (to 1453)"
164,"ru","Greek, Modern (1453-)"
165,"ru","Guarani"
166,"ru","Swiss German; Alemannic"
167,"ru","Gujarati"
168,"ru","Gwich'in"
169,"ru","Haida"
170,"ru","Haitian; Haitian Creole"
171,"ru","Hausa"
172,"ru","Hawaiian"
173,"ru","Hebrew"
174,"ru","Herero"
175,"ru","Hiligaynon"
176,"ru","Himachali"
177,"ru","Hindi"
178,"ru","Hittite"
179,"ru","Hmong"
180,"ru","Hiri Motu"
181,"ru","Upper Sorbian"
182,"ru","Hungarian"
183,"ru","Hupa"
184,"ru","Iban"
185,"ru","Igbo"
186,"ru","Icelandic"
187,"ru","Ido"
188,"ru","Sichuan Yi"
189,"ru","Ijo languages"
190,"ru","Inuktitut"
191,"ru","Interlingue"
192,"ru","Iloko"
193,"ru","Interlingua (International Auxiliary L"
194,"ru","Indic (Other)"
195,"ru","Indonesian"
196,"ru","Indo-European (Other)"
197,"ru","Ingush"
198,"ru","Inupiaq"
199,"ru","Iranian (Other)"
200,"ru","Iroquoian languages"
201,"ru","Italian"
202,"ru","Javanese"
203,"ru","Lojban"
204,"ru","Japanese"
205,"ru","Judeo-Persian"
206,"ru","Judeo-Arabic"
207,"ru","Kara-Kalpak"
208,"ru","Kabyle"
209,"ru","Kachin; Jingpho"
210,"ru","Kalaallisut; Greenlandic"
211,"ru","Kamba"
212,"ru","Kannada"
213,"ru","Karen languages"
214,"ru","Kashmiri"
215,"ru","Kanuri"
216,"ru","Kawi"
217,"ru","Kazakh"
218,"ru","Kabardian"
219,"ru","Khasi"
220,"ru","Khoisan (Other)"
221,"ru","Central Khmer"
222,"ru","Khotanese"
223,"ru","Kikuyu; Gikuyu"
224,"ru","Kinyarwanda"
225,"ru","Kirghiz; Kyrgyz"
226,"ru","Kimbundu"
227,"ru","Konkani"
228,"ru","Komi"
229,"ru","Kongo"
230,"ru","Korean"
231,"ru","Kosraean"
232,"ru","Kpelle"
233,"ru","Karachay-Balkar"
234,"ru","Karelian"
235,"ru","Kru languages"
236,"ru","Kurukh"
237,"ru","Kuanyama; Kwanyama"
238,"ru","Kumyk"
239,"ru","Kurdish"
240,"ru","Kutenai"
241,"ru","Ladino"
242,"ru","Lahnda"
243,"ru","Lamba"
244,"ru","Lao"
245,"ru","Latin"
246,"ru","Latvian"
247,"ru","Lezghian"
248,"ru","Limburgan; Limburger; Limburgish"
249,"ru","Lingalaes langues"
250,"ru","Lithuanian"
251,"ru","Mongo"
252,"ru","Lozi"
253,"ru","Luxembourgish; Letzeburgesch"
254,"ru","Luba-Lulua"
255,"ru","Luba-Katanga"
256,"ru","Ganda"
257,"ru","Luiseno"
258,"ru","Lunda"
259,"ru","Luo (Kenya and Tanzania)"
260,"ru","Lushai00E5l"
261,"ru","Macedonian"
262,"ru","Madurese"
263,"ru","Magahi"
264,"ru","Marshallese"
265,"ru","Maithilil Nepal Bhasa"
266,"ru","Makasar"
267,"ru","Malayalam"
268,"ru","Mandingo"
269,"ru","Maori"
270,"ru","Austronesian (Other)"
271,"ru","Marathi"
272,"ru","Masai"
273,"ru","Malay"
274,"ru","Moksha"
275,"ru","Mandar"
276,"ru","Mende"
277,"ru","Irish, Middle (900-1200)"
278,"ru","Mi'kmaq; Micmac"
279,"ru","Minangkabau"
280,"ru","Miscellaneous languages"
281,"ru","Mon-Khmer (Other)"
282,"ru","Malagasy"
283,"ru","Maltese"
284,"ru","Manchu"
285,"ru","Manipuri"
286,"ru","Manobo languages"
287,"ru","Mohawk"
288,"ru","Moldavian"
289,"ru","Mongolian"
290,"ru","Mossi"
291,"ru","Multiple languages"
292,"ru","Munda languages"
293,"ru","Creek"
294,"ru","Mirandese"
295,"ru","Marwari"
296,"ru","Mayan languages"
297,"ru","Erzya"
298,"ru","Nahuatl languages"
299,"ru","North American Indian"
300,"ru","Neapolitan"
301,"ru","Nauru"
302,"ru","Navajo; Navaho"
303,"ru","Ndebele, South; South Ndebele"
304,"ru","Ndebele, North; North Ndebele"
305,"ru","Ndonga"
306,"ru","Low German; Low Saxon; German, Low; Sa"
307,"ru","Nepali"
308,"ru","Nepal Bhasa; Newari"
309,"ru","Nias"
310,"ru","Niger-Kordofanian (Other)"
311,"ru","Niuean"
312,"ru","Norwegian Nynorsk; Nynorsk, Norwegian"
313,"ru","Bokmål, Norwegian; Norwegian Bokmål"
314,"ru","Nogai"
315,"ru","Norse, Old"
316,"ru","Norwegian"
317,"ru","Pedi; Sepedi; Northern Sotho"
318,"ru","Nubian languages"
319,"ru","Classical Newari; Old Newari; Classica"
320,"ru","Chichewa; Chewa; Nyanja"
321,"ru","Nyamwezi"
322,"ru","Nyankole"
323,"ru","Nyoro"
324,"ru","Nzima"
325,"ru","Occitan (post 1500); Provençal"
326,"ru","Ojibwa"
327,"ru","Oriya"
328,"ru","Oromo"
329,"ru","Osage"
330,"ru","Ossetian; Ossetic"
331,"ru","Turkish, Ottoman (1500-1928)"
332,"ru","Otomian languages"
333,"ru","Papuan (Other)"
334,"ru","Pangasinan"
335,"ru","Pahlavi"
336,"ru","Pampanga"
337,"ru","Panjabi; Punjabi"
338,"ru","Papiamento"
339,"ru","Palauan"
340,"ru","Persian, Old (ca.600-400 B.C.)"
341,"ru","Persian"
342,"ru","Philippine (Other)"
343,"ru","Phoenician"
344,"ru","Pali"
345,"ru","Polish"
346,"ru","Pohnpeian"
347,"ru","Portuguese"
348,"ru","Prakrit languages"
349,"ru","Provençal, Old (to 1500)"
350,"ru","Pushto"
351,"ru","Reserved for local use"
352,"ru","Quechua"
353,"ru","Rajasthani"
354,"ru","Rapanui"
355,"ru","Rarotongan; Cook Islands Maori"
356,"ru","Romance (Other)"
357,"ru","Romansh"
358,"ru","Romany"
359,"ru","Romanian"
360,"ru","Rundi"
361,"ru","Aromanian; Arumanian; Macedo-Romanian"
362,"ru","Russian"
363,"ru","Sandawe"
364,"ru","Sango"
365,"ru","Yakut"
366,"ru","South American Indian (Other)"
367,"ru","Salishan languages"
368,"ru","Samaritan Aramaic"
369,"ru","Sanskrit"
370,"ru","Sasak"
371,"ru","Santali"
372,"ru","Serbian"
373,"ru","Sicilian"
374,"ru","Scots"
375,"ru","Croatian"
376,"ru","Selkup"
377,"ru","Semitic (Other)"
378,"ru","Irish, Old (to 900)"
379,"ru","Sign Languages"
380,"ru","Shan"
381,"ru","Sidamo"
382,"ru","Sinhala; Sinhalese"
383,"ru","Siouan languages"
384,"ru","Sino-Tibetan (Other)"
385,"ru","Slavic (Other)"
386,"ru","Slovak"
387,"ru","Slovenian"
388,"ru","Southern Sami"
389,"ru","Northern Sami"
390,"ru","Sami languages (Other)"
391,"ru","Lule Sami"
392,"ru","Inari Sami"
393,"ru","Samoan"
394,"ru","Skolt Sami"
395,"ru","Shona"
396,"ru","Sindhi"
397,"ru","Soninke"
398,"ru","Sogdian"
399,"ru","Somali"
400,"ru","Songhai languages"
401,"ru","Sotho, Southern"
402,"ru","Spanish; Castilian"
403,"ru","Sardinian; Zazaki"
404,"ru","Sranan Tongo"
405,"ru","Serer"
406,"ru","Nilo-Saharan (Other)"
407,"ru","Swati"
408,"ru","Sukuma"
409,"ru","Sundanese"
410,"ru","Susu"
411,"ru","Sumerian"
412,"ru","Swahili"
413,"ru","Swedish"
414,"ru","Syriac"
415,"ru","Tahitian"
416,"ru","Tai (Other)"
417,"ru","Tamil"
418,"ru","Tatar"
419,"ru","Telugu"
420,"ru","Timne"
421,"ru","Tereno"
422,"ru","Tetum"
423,"ru","Tajik"
424,"ru","Tagalog"
425,"ru","Thai"
426,"ru","Tibetan"
427,"ru","Tigre"
428,"ru","Tigrinya"
429,"ru","Tiv"
430,"ru","Tokelau"
431,"ru","Klingon; tlhIngan-Hol"
432,"ru","Tlingit"
433,"ru","Tamashek"
434,"ru","Tonga (Nyasa)"
435,"ru","Tonga (Tonga Islands)"
436,"ru","Tok Pisin"
437,"ru","Tsimshian"
438,"ru","Tswana"
439,"ru","Tsonga"
440,"ru","Turkmen"
441,"ru","Tumbuka"
442,"ru","Tupi languages"
443,"ru","Turkish"
444,"ru","Altaic (Other)"
445,"ru","Tuvalu"
446,"ru","Twi"
447,"ru","Tuvinian"
448,"ru","Udmurt"
449,"ru","Ugaritic"
450,"ru","Uighur; Uyghur"
451,"ru","Ukrainian"
452,"ru","Umbundu"
453,"ru","Undetermined"
454,"ru","Urdu"
455,"ru","Uzbek"
456,"ru","Vai"
457,"ru","Venda"
458,"ru","Vietnamese"
459,"ru","Volapük"
460,"ru","Votic"
461,"ru","Wakashan languages"
462,"ru","Walamo"
463,"ru","Waray"
464,"ru","Washo"
465,"ru","Welsh"
466,"ru","Sorbian languages"
467,"ru","Walloon"
468,"ru","Wolof"
469,"ru","Kalmyk; Oirat"
470,"ru","Xhosa"
471,"ru","Yao"
472,"ru","Yapese"
473,"ru","Yiddish"
474,"ru","Yoruba"
475,"ru","Yupik languages"
476,"ru","Zapotec"
477,"ru","Zenaga"
478,"ru","Zhuang; Chuang"
479,"ru","Zande languages"
480,"ru","Zulu"
481,"ru","Zuni"
482,"ru","No linguistic content"
483,"ru","N'Ko"
484,"ru","Zaza; Dimili; Dimli; Kirdki; Kirmanjki"
